# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

,,ATP Prize Money Leaders (US$),,,
"3658T ","Garcia Torrealba, Nicolas","$90 ","$0 ",$90,$580
"3658T ","Gautam, Vishal","$90 ","$0 ",$90,$90
"3658T ","Geelan, Nicholas","$90 ","$0 ",$90,$90
"3658T ","Gentil, Rafael","$90 ","$0 ",$90,$342
"3658T ","Gervais, Washi","$90 ","$0 ",$90,"$5,802"
"3658T ","Geva, Ido","$90 ","$0 ",$90,$90
"Page 85 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"3658T ","Giovanniello, Federico Hernan","$90 ","$0 ",$90,$90
"3658T ","Gonzalez Fernandez, Christian","$90 ","$0 ",$90,$740
"3658T ","Graziani, Manfredi","$90 ","$0 ",$90,$90
"3658T ","Grueber, Zachary","$90 ","$0 ",$90,$90
"3658T ","Guryev, Eskander","$90 ","$0 ",$90,$90
"3658T ","Gutierrez-de la Maza, Alejandro","$90 ","$0 ",$90,"$2,254"
"3658T ","Gutierrez-de la Maza, Borja","$90 ","$0 ",$90,"$2,512"
"3658T ","Guzauskas, Gabrielius","$90 ","$0 ",$90,$144
"3658T ","Heman, Nama","$90 ","$0 ",$90,$90
"3658T ","Huc-Rossignol, Guillaume","$90 ","$0 ",$90,$90
"3658T ","Ichikawa, Seiichiro","$90 ","$0 ",$90,$90
"3658T ","Infante Santana, Diego Joaquin","$90 ","$0 ",$90,$90
"3658T ","Infante Santana, Federico","$90 ","$0 ",$90,$90
"3658T ","Irwanto, Jonathan","$90 ","$0 ",$90,$90
"3658T ","Janci, Kristian","$90 ","$0 ",$90,$90
"3658T ","Jarc, Rok","$90 ","$0 ",$90,"$24,057"
"3658T ","Jayaram, Varun","$90 ","$0 ",$90,$90
"3658T ","Jinga, Andrei-Cristian","$90 ","$0 ",$90,$90
"3658T ","Jorquera, Emiliano","$90 ","$0 ",$90,$144
"3658T ","Kaczmarek, Adam","$90 ","$0 ",$90,$90
"3658T ","Kaghami, Joel","$90 ","$0 ",$90,$90
"3658T ","Kaldauke, Kevin","$90 ","$0 ",$90,$90
"3658T ","Kaldybekov, Danir","$90 ","$0 ",$90,$90
"3658T ","Kanno, Ryouga","$90 ","$0 ",$90,$90
"3658T ","Kaplja, Aljaz Jakob","$90 ","$0 ",$90,"$4,361"
"3658T ","Kellerman, Okkie","$90 ","$0 ",$90,$814
"3658T ","Kolganov, Kirill","$90 ","$0 ",$90,"$1,014"
"3658T ","Kovalov, Myhalo","$90 ","$0 ",$90,$90
"3658T ","Kubo, Takahiro","$90 ","$0 ",$90,$246
"3658T ","Kucera, Peter","$90 ","$0 ",$90,$90
"3658T ","Lada, Piotr","$90 ","$0 ",$90,$90
"3658T ","Leblanc, Jean-Nicolas","$90 ","$0 ",$90,$90
"3658T ","Leguizamon, Bautista","$90 ","$0 ",$90,$90
"3658T ","Linkuns-Morozovs, Daniel","$90 ","$0 ",$90,$393
"3658T ","Lopato-Miguel, Diego","$90 ","$0 ",$90,$90
"3658T ","Luethi, Arenui","$90 ","$0 ",$90,$90
"3658T ","Lukeniuk, Anton Alexander","$90 ","$0 ",$90,$90
"3658T ","Luncanu, Petru-Alexandru","$90 ","$0 ",$90,"$155,975"
"3658T ","Lundquist, Fredrik","$90 ","$0 ",$90,$90
"3658T ","Luthra, Varun","$90 ","$0 ",$90,$90
"3658T ","Maker, Sahej","$90 ","$0 ",$90,$510
"3658T ","Maldonado, Martin","$90 ","$0 ",$90,$300
"3658T ","Malirz, Karol","$90 ","$0 ",$90,$90
"3658T ","Mann, Omer","$90 ","$0 ",$90,$90
"Page 86 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"3658T ","Marchan, Hector","$90 ","$0 ",$90,$144
"3658T ","Marchenko, Anton","$90 ","$0 ",$90,$90
"3658T ","Maric, Filip","$90 ","$0 ",$90,$558
"3658T ","Marincas, Daniel","$90 ","$0 ",$90,$90
"3658T ","Markovits, Milan","$90 ","$0 ",$90,$90
"3658T ","Matsumoto, Kaoru","$90 ","$0 ",$90,$90
"3658T ","Matuszczyk, Maciej","$90 ","$0 ",$90,$90
"3658T ","Mcdonald, Evin","$90 ","$0 ",$90,$460
"3658T ","Medina Mendez, Victor","$90 ","$0 ",$90,$90
"3658T ","Miele, Andre","$90 ","$0 ",$90,"$176,026"
"3658T ","Mileusnic, Gordan Fran","$90 ","$0 ",$90,$90
"3658T ","Mineo Mineo, Francesco","$90 ","$0 ",$90,$90
"3658T ","Mkrtchyan, Ashot","$90 ","$0 ",$90,"$1,007"
"3658T ","Moore, Ciaran","$90 ","$0 ",$90,$90
"3658T ","Morazzi, Matteo","$90 ","$0 ",$90,$90
"3658T ","Moros, Luis Eduardo","$90 ","$0 ",$90,$90
"3658T ","Moyano Riera, Gonzalo","$90 ","$0 ",$90,$90
"3658T ","Muller, Martin","$90 ","$0 ",$90,$90
"3658T ","Neumann, Frode","$90 ","$0 ",$90,$144
"3658T ","Ng, Ki Lung","$90 ","$0 ",$90,$940
"3658T ","Noel, Elijah","$90 ","$0 ",$90,$90
"3658T ","Noel, Michael","$90 ","$0 ",$90,"$2,506"
"3658T ","Obeid, Lucas","$90 ","$0 ",$90,"$1,514"
"3658T ","Obrul, Lun","$90 ","$0 ",$90,$90
"3658T ","Ocampos-Rossi, Nicolas","$90 ","$0 ",$90,$90
"3658T ","Okuhama, Derek","$90 ","$0 ",$90,$354
"3658T ","Orellana Manssur, Miguel Habib","$90 ","$0 ",$90,$90
"3658T ","Orlando, Vincent","$90 ","$0 ",$90,$90
"3658T ","Otin, Pol","$90 ","$0 ",$90,$180
"3658T ","Overmyer, Kyle","$90 ","$0 ",$90,$270
"3658T ","Pannula, Pasi","$90 ","$0 ",$90,$90
"3658T ","Parpajola, Tommaso","$90 ","$0 ",$90,$90
"3658T ","Pavia, Andrea","$90 ","$0 ",$90,$90
"3658T ","Pellanda, Pietro","$90 ","$0 ",$90,$180
"3658T ","Perego, Giulio","$90 ","$0 ",$90,$378
"3658T ","Perez Aguirrezabal, Borja","$90 ","$0 ",$90,$126
"3658T ","Perez Garcia, Yohandri","$90 ","$0 ",$90,$396
"3658T ","Planchard, Fabien","$90 ","$0 ",$90,$90
"3658T ","Planchard, Nicolas","$90 ","$0 ",$90,$144
"3658T ","Plasin Sans, Marc","$90 ","$0 ",$90,$90
"3658T ","Polmans, Greg","$90 ","$0 ",$90,"$2,012"
"3658T ","Pottbecker, Nils","$90 ","$0 ",$90,$90
"3658T ","Price, Salvador","$90 ","$0 ",$90,$90
"3658T ","Quiroga, Jesus Matias","$90 ","$0 ",$90,$90
"Page 87 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"3658T ","Ramer Olofsson, Lukas","$90 ","$0 ",$90,$90
"3658T ","Richerd, Matthieu","$90 ","$0 ",$90,$180
"3658T ","Rodriguez, Ayrton Andres","$90 ","$0 ",$90,$90
"3658T ","Rosales, Fabian","$90 ","$0 ",$90,$90
"3658T ","Sanchez, Gabriel","$90 ","$0 ",$90,$502
"3658T ","Sannen, Thorben","$90 ","$0 ",$90,$90
"3658T ","Saraiva, Luis Miguel","$90 ","$0 ",$90,$90
"3658T ","Saravanan, Vishal","$90 ","$0 ",$90,$144
"3658T ","Sarkar, Ritabrata","$90 ","$0 ",$90,$90
"3658T ","Sato, Bumpei","$90 ","$0 ",$90,"$50,593"
"3658T ","Saylor, Jagger","$90 ","$0 ",$90,$90
"3658T ","Scheers, Matthew","$90 ","$0 ",$90,$90
"3658T ","Schembari, Aidan","$90 ","$0 ",$90,$90
"3658T ","Schiavone, Paolo","$90 ","$0 ",$90,$180
"3658T ","Sebbel, Michael","$90 ","$0 ",$90,$90
"3658T ","Sharma, Atharva","$90 ","$0 ",$90,"$1,560"
"3658T ","Sidana, Jaishvin","$90 ","$0 ",$90,$90
"3658T ","Skender, Fynn","$90 ","$0 ",$90,$90
"3658T ","Skorjanc, Nejc","$90 ","$0 ",$90,$90
"3658T ","Solé, Albert","$90 ","$0 ",$90,$90
"3658T ","Somolinos, Enrique","$90 ","$0 ",$90,$198
"3658T ","Sprlak puk, Albert","$90 ","$0 ",$90,$664
"3658T ","Stolarik, Samuel","$90 ","$0 ",$90,$90
"3658T ","Takahashi, Yuto","$90 ","$0 ",$90,$90
"3658T ","Tarrio Ponte, Ander","$90 ","$0 ",$90,$90
"3658T ","Tat, Thai Nguyen","$90 ","$0 ",$90,$186
"3658T ","Tavarez Pichardo, Junior","$90 ","$0 ",$90,$312
"3658T ","Tettamble, Gus","$90 ","$0 ",$90,$90
"3658T ","Torrellas, Leonardo","$90 ","$0 ",$90,$90
"3658T ","Triantafyllou, Daniel","$90 ","$0 ",$90,$186
"3658T ","Tsitsipas, Pavlos","$90 ","$0 ",$90,$462
"3658T ","Tsurtsumia, Irakli","$90 ","$0 ",$90,$90
"3658T ","Tverijonas, Aleksas","$90 ","$0 ",$90,"$1,702"
"3658T ","Vaithianathan, Ashwin","$90 ","$0 ",$90,$90
"3658T ","Valentino, Daniele","$90 ","$0 ",$90,"$1,395"
"3658T ","Valls Abril, Arnau","$90 ","$0 ",$90,$90
"3658T ","Varga-Toth, Oliver","$90 ","$0 ",$90,$454
"3658T ","Vargas, Julio","$90 ","$0 ",$90,$90
"3658T ","Vedovelli, Stefan","$90 ","$0 ",$90,$90
"3658T ","Ventura, Leandro Ezequiel","$90 ","$0 ",$90,$90
"3658T ","Verwerft, Lars Goran","$90 ","$0 ",$90,$90
"3658T ","Viegas, Pedro","$90 ","$0 ",$90,$90
"3658T ","Villanueva Quintana, Janio Antonio","$90 ","$0 ",$90,$90
"3658T ","Villard, Niels","$90 ","$0 ",$90,$90
"Page 88 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"3658T ","Vinuesa Irias, Jose Miguel","$90 ","$0 ",$90,$90
"3658T ","Vos, Matthew","$90 ","$0 ",$90,$288
"3658T ","Weishan, Maxwell","$90 ","$0 ",$90,$144
"3658T ","Woestendick, Cooper","$90 ","$0 ",$90,$90
"3658T ","Yamaguchi, Shoutarou","$90 ","$0 ",$90,$90
"3658T ","Yaniv, Zohar","$90 ","$0 ",$90,$90
"3658T ","You, Junghee","$90 ","$0 ",$90,$90
"3658T ","Zaina, Alessio","$90 ","$0 ",$90,$90
"3658T ","Zakharov, Volodymyr","$90 ","$0 ",$90,$90
"3658T ","Zapata Dueñas, Frank","$90 ","$0 ",$90,$360
"3658T ","Zimmermann, Ilias","$90 ","$0 ",$90,$650
"3884T ","Adamek, Makary","$54 ","$0 ",$54,$258
"3884T ","Ahlawat, Aakash","$54 ","$0 ",$54,$54
"3884T ","Alexandre, Ronaldo","$54 ","$0 ",$54,$372
"3884T ","Anand, Kunal","$54 ","$0 ",$54,"$34,579"
"3884T ","Ancedy, Nicolas","$54 ","$0 ",$54,"$1,532"
"3884T ","Anwar, Elias","$54 ","$0 ",$54,$54
"3884T ","Ashoosh, Halel","$54 ","$0 ",$54,$54
"3884T ","Ayar, Gokalp","$54 ","$0 ",$54,$162
"3884T ","Azria, Jordan","$54 ","$0 ",$54,$54
"3884T ","Bajic, Dusan","$54 ","$0 ",$54,$54
"3884T ","Bajrovic, Tarik","$54 ","$0 ",$54,$108
"3884T ","Balani, Atharvaraj","$54 ","$0 ",$54,$54
"3884T ","Bancila, Alex","$54 ","$0 ",$54,$108
"3884T ","Barcik, Nikodem","$54 ","$0 ",$54,$54
"3884T ","Baroudi, Hassan","$54 ","$0 ",$54,$54
"3884T ","Batista, Lucas","$54 ","$0 ",$54,$54
"3884T ","Baudinet, Brett","$54 ","$0 ",$54,$230
"3884T ","Baum, Stepan","$54 ","$0 ",$54,$304
"3884T ","Baylis, Luke","$54 ","$0 ",$54,$54
"3884T ","Benyahia, Ibrahim","$54 ","$0 ",$54,$54
"3884T ","Bianchini, Paolo","$54 ","$0 ",$54,$54
"3884T ","Blazka, Daniel","$54 ","$0 ",$54,$108
"3884T ","Bonsach Ganley, Kane","$54 ","$0 ",$54,$54
"3884T ","Bovi, Mirko","$54 ","$0 ",$54,$54
"3884T ","Brandl, Lukas","$54 ","$0 ",$54,$54
"3884T ","Bravetti, Diego","$54 ","$0 ",$54,$54
"3884T ","Brek, Yan","$54 ","$0 ",$54,$54
"3884T ","Bujniewicz, Guillermo","$54 ","$0 ",$54,"$30,945"
"3884T ","Calero, Carlos","$54 ","$0 ",$54,$54
"3884T ","Chilakalapudi, Tarun Anirudh","$54 ","$0 ",$54,"$4,372"
"3884T ","Chopra, Ankit","$54 ","$0 ",$54,"$2,544"
"3884T ","CHRISTIANSEN, Rudolf Niklas","$54 ","$0 ",$54,$54
"3884T ","Cigna, Nicola","$54 ","$0 ",$54,$474
"Page 89 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"3884T ","Cohen, Ewan","$54 ","$0 ",$54,$54
"3884T ","Cohen, Noam","$54 ","$0 ",$54,$54
"3884T ","Cossa, Jose Joao","$54 ","$0 ",$54,$54
"3884T ","Costa, Eliott","$54 ","$0 ",$54,$54
"3884T ","Costanzi De Brito, Henrique","$54 ","$0 ",$54,$54
"3884T ","Crocetti, Gianmarco","$54 ","$0 ",$54,$408
"3884T ","Czigler, Balint","$54 ","$0 ",$54,$54
"3884T ","Dafcik, Thomas Jan","$54 ","$0 ",$54,$540
"3884T ","Dahiya, Jatin","$54 ","$0 ",$54,"$13,112"
"3884T ","Dakhane, Rishit","$54 ","$0 ",$54,$54
"3884T ","Danich, Igor","$54 ","$0 ",$54,$54
"3884T ","Deflandre, Leo","$54 ","$0 ",$54,$54
"3884T ","Demuth, Owen","$54 ","$0 ",$54,$54
"3884T ","Dermiens, Guillaume","$54 ","$0 ",$54,"$5,346"
"3884T ","Desy, Bogdan","$54 ","$0 ",$54,$54
"3884T ","Diaz Ruiz, Carlos","$54 ","$0 ",$54,$54
"3884T ","Dissanayake, Thilina Weerabaddana","$54 ","$0 ",$54,$54
"3884T ","Doherty, Chaz","$54 ","$0 ",$54,$314
"3884T ","Dorros, Aden","$54 ","$0 ",$54,$54
"3884T ","Dray, Eitan","$54 ","$0 ",$54,"$1,574"
"3884T ","Dumitru, Alexandru Cristian","$54 ","$0 ",$54,$108
"3884T ","Edley, Alexander","$54 ","$0 ",$54,$314
"3884T ","Edley, James","$54 ","$0 ",$54,$210
"3884T ","El Abbar, Mamoun","$54 ","$0 ",$54,$719
"3884T ","El Azouar, Samih","$54 ","$0 ",$54,$54
"3884T ","Elbayoumy, Amir","$54 ","$0 ",$54,$54
"3884T ","Eldiyar Uulu, Erbol","$54 ","$0 ",$54,$210
"3884T ","Evans, Jake","$54 ","$0 ",$54,$54
"3884T ","Exposito Sirera, Vicent","$54 ","$0 ",$54,$54
"3884T ","Fermi, Andrea","$54 ","$0 ",$54,$108
"3884T ","Ferreiro, Franco","$54 ","$0 ",$54,"$388,773"
"3884T ","Ferrer Guimaraes, Roberto","$54 ","$0 ",$54,$54
"3884T ","Figl, Maximilian","$54 ","$0 ",$54,$144
"3884T ","Fomin, Ivan","$54 ","$0 ",$54,$54
"3884T ","Fortes, Enzo","$54 ","$0 ",$54,$108
"3884T ","Fox, Pierre","$54 ","$0 ",$54,$54
"3884T ","Frantzen, Christopher","$54 ","$0 ",$54,$54
"3884T ","Gadilhe, Thibaut","$54 ","$0 ",$54,$144
"3884T ","Gaggiofatto, Tadeo","$54 ","$0 ",$54,$54
"3884T ","Gaia, Agustin","$54 ","$0 ",$54,$54
"3884T ","Gannon, Conor","$54 ","$0 ",$54,$144
"3884T ","Garcia, Mario","$54 ","$0 ",$54,$54
"3884T ","Genovese, Pietro","$54 ","$0 ",$54,$54
"3884T ","Georgescu, Matei Adrian","$54 ","$0 ",$54,"$5,738"
"Page 90 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"3884T ","Gerasimchuk, Artem","$54 ","$0 ",$54,$54
"3884T ","Giacomini, Enrico","$54 ","$0 ",$54,$54
"3884T ","Giacomolli De Andrade, Augusto","$54 ","$0 ",$54,$54
"3884T ","Giese, Kelly","$54 ","$0 ",$54,$54
"3884T ","Gillam, Kylel","$54 ","$0 ",$54,$54
"3884T ","Ginefri, Benjamin","$54 ","$0 ",$54,$404
"3884T ","Gioia Roma Victor De Araujo, Bruno","$54 ","$0 ",$54,$54
"3884T ","Giordano, Luca","$54 ","$0 ",$54,$54
"3884T ","Gokpinar, Haydar Cem","$54 ","$0 ",$54,$54
"3884T ","Gomez, Gabriel","$54 ","$0 ",$54,$54
"3884T ","Gontar, Lech","$54 ","$0 ",$54,$54
"3884T ","Goonetilleke, Nithila","$54 ","$0 ",$54,$54
"3884T ","Grey, Daniel","$54 ","$0 ",$54,$54
"3884T ","Grigelis, Laurynas","$54 ","$0 ",$54,"$350,010"
"3884T ","Guerra, Davide","$54 ","$0 ",$54,$378
"3884T ","Gulbezer, Baris","$54 ","$0 ",$54,$54
"3884T ","Hagan, Robert","$54 ","$0 ",$54,$54
"3884T ","Hale, David Anthony","$54 ","$0 ",$54,"$3,110"
"3884T ","Hamza, Slim","$54 ","$0 ",$54,"$1,194"
"3884T ","Hamzic, Emir","$54 ","$0 ",$54,$54
"3884T ","Hartig, Ruben","$54 ","$0 ",$54,$54
"3884T ","Heck, Christopher","$54 ","$0 ",$54,$54
"3884T ","Hendrikx, Jim","$54 ","$0 ",$54,$54
"3884T ","Henke, Nicolas","$54 ","$0 ",$54,$54
"3884T ","Hernandez, Noah","$54 ","$0 ",$54,$54
"3884T ","Hill, Ethan","$54 ","$0 ",$54,$54
"3884T ","Hirpara, Dhruv","$54 ","$0 ",$54,$54
"3884T ","Hobbs, Roy","$54 ","$0 ",$54,"$13,938"
"3884T ","Homola, Patrik","$54 ","$0 ",$54,$54
"3884T ","Howard-Tripp, Joshua","$54 ","$0 ",$54,"$3,567"
"3884T ","Howse, Matthew","$54 ","$0 ",$54,$54
"3884T ","Hrdina, Ales","$54 ","$0 ",$54,$54
"3884T ","Huber, Joseph","$54 ","$0 ",$54,"$7,607"
"3884T ","Hyun, Jun Ha","$54 ","$0 ",$54,$54
"3884T ","Ianakiev, Milen","$54 ","$0 ",$54,"$13,546"
"3884T ","Ishii, Daiki","$54 ","$0 ",$54,$162
"3884T ","Jadoun, Nicolas","$54 ","$0 ",$54,$54
"3884T ","Jamji, Amine","$54 ","$0 ",$54,$54
"3884T ","Jenkins, Wil","$54 ","$0 ",$54,$54
"3884T ","Jeong, Seongeun","$54 ","$0 ",$54,$54
"3884T ","Ji, Zhengqing","$54 ","$0 ",$54,$54
"3884T ","Jiang, Haoda","$54 ","$0 ",$54,$54
"3884T ","Johnson, Ryan","$54 ","$0 ",$54,$108
"3884T ","Joseph, Nicolas","$54 ","$0 ",$54,$54
"Page 91 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"3884T ","Jurišic, Kuzma","$54 ","$0 ",$54,$54
"3884T ","Kaechele, Achim","$54 ","$0 ",$54,$54
"3884T ","Kaparov, Arystanbek","$54 ","$0 ",$54,$54
"3884T ","Khokhlov, Arseniy","$54 ","$0 ",$54,$270
"3884T ","Kim, Seonghun","$54 ","$0 ",$54,$54
"3884T ","Klaic, Karlo","$54 ","$0 ",$54,$54
"3884T ","Klec, Ivo","$54 ","$0 ",$54,"$421,877"
"3884T ","Kliimask, Gregor Marius","$54 ","$0 ",$54,$162
"3884T ","Kostic, Stefan","$54 ","$0 ",$54,$54
"3884T ","Kowal, Kamil","$54 ","$0 ",$54,$54
"3884T ","Kudernatsch, Moritz","$54 ","$0 ",$54,$54
"3884T ","Kupfers, Reinis","$54 ","$0 ",$54,$54
"3884T ","Kvits, Aleksandr","$54 ","$0 ",$54,$54
"3884T ","La Xuan, Hau","$54 ","$0 ",$54,$54
"3884T ","Lasfargeas, Diego Rafael","$54 ","$0 ",$54,$54
"3884T ","Latinchev, Simeon","$54 ","$0 ",$54,$54
"3884T ","Lee, Hee Geun","$54 ","$0 ",$54,$54
"3884T ","Leikola, Otto","$54 ","$0 ",$54,$150
"3884T ","Leonardi, Fabio","$54 ","$0 ",$54,$54
"3884T ","Leslie, Zachary","$54 ","$0 ",$54,$54
"3884T ","Lester, Finn","$54 ","$0 ",$54,$54
"3884T ","Levy, Yoav","$54 ","$0 ",$54,$54
"3884T ","Litvinov, Daniel","$54 ","$0 ",$54,"$1,032"
"3884T ","Lock, Tobey","$54 ","$0 ",$54,$54
"3884T ","Lutkovskii, Radimir","$54 ","$0 ",$54,$210
"3884T ","Manasov, Ivan","$54 ","$0 ",$54,$54
"3884T ","Martin, Dylan Waldorf","$54 ","$0 ",$54,$54
"3884T ","Martinez, Juan Cruz","$54 ","$0 ",$54,$54
"3884T ","Megrabian, Andre","$54 ","$0 ",$54,$54
"3884T ","Melnik, Ivan","$54 ","$0 ",$54,$54
"3884T ","Melzer, Lennart","$54 ","$0 ",$54,"$1,378"
"3884T ","Mendoza, Jurence Zosimo","$54 ","$0 ",$54,"$2,034"
"3884T ","Merjou, Mimalt","$54 ","$0 ",$54,$54
"3884T ","Metyko, Matyas","$54 ","$0 ",$54,$108
"3884T ","Mihailovic, Aleksandar","$54 ","$0 ",$54,$782
"3884T ","Milanovic, Lauro","$54 ","$0 ",$54,$372
"3884T ","Mir Anglada, Lluc","$54 ","$0 ",$54,$626
"3884T ","Mireles Jimenez, Raul","$54 ","$0 ",$54,$54
"3884T ","Mittal, Sagar","$54 ","$0 ",$54,$54
"3884T ","Mizanoglu, Fuat","$54 ","$0 ",$54,$54
"3884T ","Montenegro Guzman, Nicolas","$54 ","$0 ",$54,$54
"3884T ","Moreira, Fernando","$54 ","$0 ",$54,$234
"3884T ","Moreira, Ricardo","$54 ","$0 ",$54,$144
"3884T ","Moriones, Joaquin","$54 ","$0 ",$54,"$1,550"
"Page 92 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"3884T ","Mottier, Theo","$54 ","$0 ",$54,$54
"3884T ","Mucic, Nico","$54 ","$0 ",$54,$54
"3884T ","Mueller, Calvin","$54 ","$0 ",$54,$372
"3884T ","Mullane, John Patrick","$54 ","$0 ",$54,$532
"3884T ","Muza, Ethan","$54 ","$0 ",$54,$54
"3884T ","Myslivec, Simon","$54 ","$0 ",$54,$54
"3884T ","Naedele, Niclas","$54 ","$0 ",$54,$54
"3884T ","Nasyrov, Victor","$54 ","$0 ",$54,$54
"3884T ","O'Byrne, Sebastian","$54 ","$0 ",$54,$54
"3884T ","Osti, Fabrizio Karol Pio","$54 ","$0 ",$54,$54
"3884T ","Otondo, Cesar","$54 ","$0 ",$54,$54
"3884T ","Ouzilou, Hugo","$54 ","$0 ",$54,$54
"3884T ","Ouzilou, Sacha","$54 ","$0 ",$54,$54
"3884T ","Paliska, Bradley","$54 ","$0 ",$54,"$2,450"
"3884T ","Paolini, Andrea","$54 ","$0 ",$54,$54
"3884T ","Pape, Valdemar Frederik","$54 ","$0 ",$54,$210
"3884T ","Paternostro, Pablo","$54 ","$0 ",$54,$54
"3884T ","Pavlovic, Ognjen","$54 ","$0 ",$54,$54
"3884T ","Pellouchoud, Zachary","$54 ","$0 ",$54,$54
"3884T ","Pepe, Roberto","$54 ","$0 ",$54,$54
"3884T ","Peranamallur, Vignesh","$54 ","$0 ",$54,"$33,003"
"3884T ","Perez Cortez, Alexander","$54 ","$0 ",$54,"$1,764"
"3884T ","Perez-Blanco, Chase","$54 ","$0 ",$54,$393
"3884T ","Petrovic, David","$54 ","$0 ",$54,$54
"3884T ","Phunsawat, Chanon","$54 ","$0 ",$54,"$1,488"
"3884T ","Pierleoni, Joel","$54 ","$0 ",$54,$54
"3884T ","Pino, Sebastian","$54 ","$0 ",$54,$54
"3884T ","Pinson, Liam","$54 ","$0 ",$54,$54
"3884T ","Pinzon Moreno, Felipe","$54 ","$0 ",$54,$210
"3884T ","Ponnala, Siddarth","$54 ","$0 ",$54,$54
"3884T ","Pop, Mihai Ioan","$54 ","$0 ",$54,$54
"3884T ","Popovic, Nikola","$54 ","$0 ",$54,$569
"3884T ","Portnoy, Joshua","$54 ","$0 ",$54,$54
"3884T ","Poulesquen, Malo","$54 ","$0 ",$54,$54
"3884T ","Presuhn, Bastien","$54 ","$0 ",$54,"$4,177"
"3884T ","Ramdani, Hocine","$54 ","$0 ",$54,$54
"3884T ","Razborsek, Nik","$54 ","$0 ",$54,"$56,835"
"3884T ","Rein, Philipp","$54 ","$0 ",$54,$54
"3884T ","Richey, Seth","$54 ","$0 ",$54,$54
"3884T ","Robert, Nicolas","$54 ","$0 ",$54,$54
"3884T ","Rodriguez, Jorge Andres","$54 ","$0 ",$54,$108
"3884T ","Rolis, Davis","$54 ","$0 ",$54,$54
"3884T ","Rybakov, Egor","$54 ","$0 ",$54,$54
"3884T ","Sabry, Sherif","$54 ","$0 ",$54,"$110,597"
"Page 93 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"3884T ","Sadikovic, Benjamin","$54 ","$0 ",$54,$54
"3884T ","Sadikovic, Eman","$54 ","$0 ",$54,$54
"3884T ","Safonov, Aristarkh","$54 ","$0 ",$54,"$1,140"
"3884T ","Samson, Aron Paul","$54 ","$0 ",$54,$54
"3884T ","Sanchez Ballinas, Marat","$54 ","$0 ",$54,$108
"3884T ","Santon, Gabriel","$54 ","$0 ",$54,$54
"3884T ","Savkin, Ivan","$54 ","$0 ",$54,$214
"3884T ","Scarpa, Francesco","$54 ","$0 ",$54,$171
"3884T ","Schmoelzer, Paul","$54 ","$0 ",$54,$54
"3884T ","Schöllhorn, Phil","$54 ","$0 ",$54,$144
"3884T ","Schubert, Hans Albert","$54 ","$0 ",$54,"$1,620"
"3884T ","Seccia, Marco","$54 ","$0 ",$54,$54
"3884T ","Sehovic, Tarik","$54 ","$0 ",$54,$108
"3884T ","Seleznev, Bogdan","$54 ","$0 ",$54,$246
"3884T ","Sendogan, Emir","$54 ","$0 ",$54,$618
"3884T ","Serrano, Pablo","$54 ","$0 ",$54,$54
"3884T ","Shah, Keean","$54 ","$0 ",$54,$54
"3884T ","Sharrma, Sacchitt","$54 ","$0 ",$54,$54
"3884T ","Shemesh, Daniel","$54 ","$0 ",$54,$54
